,business_status,formatted_address,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,types,user_ratings_total,geometry.location.lat,geometry.location.lng,geometry.viewport.northeast.lat,geometry.viewport.northeast.lng,geometry.viewport.southwest.lat,geometry.viewport.southwest.lng,opening_hours.open_now,plus_code.compound_code,plus_code.global_code,price_level,permanently_closed
333,OPERATIONAL,"Carrer del Pintor Ferrer Calatayud, 10, 46022 València, Valencia",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Restaurante la Cantinella,"[{'height': 3480, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117343918774034414449"">Pablo Ruiz</a>'], 'photo_reference': 'Aap_uEAL4nNaX8cDmRBC162hapFv652yvQJ4myDxXyTf46YviJgJrJnllxXep3RRAsIq4_k2fjSbsafjMrQ_Hj1Qb91TtiCWRYLQEBbH5EgrV2d_xuD9A2lWlMh22UIjYC9nma-9QrvrkqKDLR5JeUu5kFOCNbEGylO3NIzCgO-u8e1J1B_b', 'width': 4640}]",ChIJf5uYRmBIYA0RCkInqXqFoG8,4.6,ChIJf5uYRmBIYA0RCkInqXqFoG8,"['restaurant', 'food', 'point_of_interest', 'establishment']",430,39.4668528,-0.3356333,39.46788262989273,-0.3341652201072777,39.46518297010729,-0.3368648798927222,True,FM87+PP Valencia,8CFXFM87+PP,2.0,
334,OPERATIONAL,"46011, Passeig de Neptú, 8, 46011 València, Valencia",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,RESTAURANTE CASA CHAPARRO,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100637564431308915181"">A Google User</a>'], 'photo_reference': 'Aap_uEA436JPiqwhZF8ZOx8vFWEsa263FXeXuIYKseeVGdMzPzh6bSTcxR9sjYkn2UUk9hNFyy7GiTeD22vGhckr0bW758rBgnMW67K4hyyMfnKk-w7liI43na22ige4sXJI-SMvJgmo7E_rZyHBt-wgLA0u4mNoioII89sIuBQJLWRir8nj', 'width': 3024}]",ChIJAa3jJEJIYA0RAYeWlz0nUM8,3.7,ChIJAa3jJEJIYA0RAYeWlz0nUM8,"['restaurant', 'food', 'point_of_interest', 'establishment']",23,39.4635386,-0.323291,39.46487402989272,-0.3221472201072777,39.46217437010728,-0.3248468798927222,True,FM7G+CM Valencia,8CFXFM7G+CM,2.0,
335,OPERATIONAL,"Carrer d'Esteve Ballester, 16, 46022 València, Valencia",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Tasca Villamar,"[{'height': 4608, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115758193747696879560"">encarni iñiguez</a>'], 'photo_reference': 'Aap_uEB7adbhj0XoA2Ki3VUUZY9msQnMPAKRVj_Ci7rQX-B4NDVKCmdufZN0NATQvbbpNszsH49zQCWEhM7vLh3DKA88lAw8oh4kFYFdeqgwZg4LtkmIr7X-B4QxzwsD9dBJY6vkXPQLt-PWnPMKim-ECSfelmsVwKoWV6GBJTqfUaAtqgp1', 'width': 3456}]",ChIJvyDaWJFJYA0RJPduLTjjpmA,4.5,ChIJvyDaWJFJYA0RJPduLTjjpmA,"['restaurant', 'bar', 'liquor_store', 'food', 'point_of_interest', 'store', 'establishment']",136,39.4724948,-0.3362311,39.47381322989271,-0.3348525201072777,39.47111357010727,-0.3375521798927222,True,FMC7+XG Valencia,8CFXFMC7+XG,,
336,OPERATIONAL,"Carrer de Francesc Cubells, 37, 46011 València, Valencia",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Som de Mar Restaurante,"[{'height': 1200, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103796723735769979623"">alex garces</a>'], 'photo_reference': 'Aap_uEAZ33VSP_rBO2WaeicZdg5HK87Hj-fatMadfwEWvHnmXPQsIhcP-IPdyfBgXtdvbvEUiafICShYGD7JJiD6MiebiZOfyObPAYm25pFCsEiS1E0Q7UJZA6E1VOrbdiq4ZmmoZLoO5VmcEmnxnW_0eVcTZdZ3Ci1PZJxAyt1F1cq9IAhk', 'width': 1600}]",ChIJf54tXxZJYA0RHYb55xRm0qc,4.5,ChIJf54tXxZJYA0RHYb55xRm0qc,"['restaurant', 'food', 'point_of_interest', 'establishment']",294,39.4631835,-0.3323271,39.46446047989271,-0.3305903201072777,39.46176082010727,-0.3332899798927222,True,FM79+73 Valencia,8CFXFM79+73,,
337,OPERATIONAL,"Avinguda Vicente Blasco Ibañez, 115, 46022 Valencia",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Cervecería El Rincón,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113090056211395682525"">A Google User</a>'], 'photo_reference': 'Aap_uECsa3YOXllOVVeuCqlAur6SRskzW_qhQ8uA9S_ULYF2WfOipbc9ohHKwuCZGLsR2UsU6QeMOo2njep_02IH49Yr9lA5X5kfaWziDTPDn7heOVVtkPny8hoFbBobRSjENAW_7J-awM3lM4xBmSsvGDisRupMeYLXUk5TR0tB1momiMXF', 'width': 3120}]",ChIJRW0nAY9IYA0R76fBFUMwHBs,3.9,ChIJRW0nAY9IYA0R76fBFUMwHBs,"['restaurant', 'food', 'point_of_interest', 'establishment']",1828,39.473393,-0.343978,39.47474282989273,-0.3426281701072778,39.47204317010728,-0.3453278298927223,True,FMF4+9C Valencia,8CFXFMF4+9C,1.0,
338,OPERATIONAL,"Carrer del Marí Blas de Lezo, 23, 46011 València, Valencia",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bar-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/bar_pinlet,Bar La Rioja 6,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117547926058825585866"">Wafa Draoui</a>'], 'photo_reference': 'Aap_uEAbqv4yCB5nvZfuw3L2zZMGlb6AaOlMdi_LNWM6OZH0gJKc6XmNLbzIugVPraNZ2WvgM-_DxQ4t5jUYJ3wNz-T4FdDofdODj98Uh1_Gcp_wDFK0r9nxyON4pxNIMlhaS2Nck5QbQOsieDvbBhT1S7xFg8dZcLVTBYw8zk1oiEKeoUwU', 'width': 4608}]",ChIJz1L5zGNIYA0RHPKaWewLp8A,3.7,ChIJz1L5zGNIYA0RHPKaWewLp8A,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",609,39.4712026,-0.3348739,39.47250372989272,-0.3335248701072778,39.46980407010727,-0.3362245298927222,True,FMC8+F3 Valencia,8CFXFMC8+F3,1.0,
339,OPERATIONAL,"Carrer del Consol, s/n, 46011 València, Valencia",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Restaurante Paseo,"[{'height': 768, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112116137202489290917"">Francisco J. Gonzalez Mercado</a>'], 'photo_reference': 'Aap_uEC5hjEubnGzwkedQiiOfPfMiOCbAb7JJliuKH7aYjKg0m_s1GWpQi1RYWpTqXL7YSY_NXG4RgRleo8sXcQ5owTPcZ63cPc3W9FvPtQocYyxy5ToW3wHk9oNlOtlJErIJFddbtIG5mKUGOtpj-V70tk3-IcG-vnfbJ5LvVxMSsNM6Gyd', 'width': 1024}]",ChIJc4clkV9IYA0RavtOq21ONbo,3.8,ChIJc4clkV9IYA0RavtOq21ONbo,"['restaurant', 'food', 'point_of_interest', 'establishment']",120,39.4633876,-0.3363982,39.46473742989271,-0.3350483701072778,39.46203777010726,-0.3377480298927222,True,FM77+9C Valencia,8CFXFM77+9C,1.0,
340,OPERATIONAL,"Carrer de la República Argentina, 20, 46021 CP, Valencia",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Asador Andrada,"[{'height': 5312, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110795114871096727049"">fernando rosello</a>'], 'photo_reference': 'Aap_uEBfN6jKciHgW1fDoZZyM56YrrI1760Xndj-lrA9rkshJY78ZJW9MVmNkm4CP7GWpWO8BUR2dsQhwA7ECyotIDnzenVzcoOddyKZ5IwLR0HUZEBTVt2XXZUfsYKIWPkXwVYMru9CMRkd0yo2WjfN9w3axoEJSFyoM9EtiPDk-rJ-V9jJ', 'width': 3984}]",ChIJ0cGsKpFIYA0Rfxc4-CDgdfc,4.4,ChIJ0cGsKpFIYA0Rfxc4-CDgdfc,"['restaurant', 'food', 'point_of_interest', 'establishment']",83,39.47301239999999,-0.351251,39.47418667989272,-0.3500226201072778,39.47148702010727,-0.3527222798927223,True,FJFX+6F Valencia,8CFXFJFX+6F,1.0,
341,OPERATIONAL,"Av. de França, 36, 46023 València, Valencia",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Transito Bar Restaurante,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100371451344327564589"">Sara De Canevaro</a>'], 'photo_reference': 'Aap_uEAELZwWRNPWWQHurIwJTfCh8o6Idl85JwZd1qBTcQ8NHy-WrOv4Vlfqz_EHgn0VGJShP4kPf3HkgXTwX-n-O5vOBG8gDltkAOGRdCKrVACFU9ttk3IVXl5SSmSpPDLZzHurQnfOQjQM5giAPQA0IjlpdAq32ufNbmB89wJa3l02uoEv', 'width': 4000}]",ChIJ-2l4JrpJYA0R9t8sN1wwtfU,4.5,ChIJ-2l4JrpJYA0R9t8sN1wwtfU,"['restaurant', 'food', 'point_of_interest', 'establishment']",308,39.4589094,-0.3470685,39.46027632989272,-0.3453745201072778,39.45757667010728,-0.3480741798927222,True,FM53+H5 Valencia,8CFXFM53+H5,,
342,OPERATIONAL,"Carrer d'Isaac Peral, 14, 46024 València, Valencia",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Restaurante El Kapricho,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104641807902513079416"">Leticia GV</a>'], 'photo_reference': 'Aap_uEAr-BZJZeumvCduDwJ2yKW4jU7fl39cIC3nzo2ikXa2rsKP3LnJcDNMtLyV1qNqyb4-ScNljmxR3WOf-J7Ma42qOfDdNBpnGKUVYa27AxpBXQdUy4GvD_jIJDdOR7IjTBXomJzUAp5MKMUNuytDVehrsUths327KdQgG-UoMtWDu00X', 'width': 4608}]",ChIJ9VHD2vVIYA0RSAiToQuBIM4,4.0,ChIJ9VHD2vVIYA0RSAiToQuBIM4,"['restaurant', 'food', 'point_of_interest', 'establishment']",311,39.4605751,-0.3390067,39.46192227989272,-0.3376267201072777,39.45922262010728,-0.3403263798927221,True,FM66+69 Valencia,8CFXFM66+69,1.0,
343,OPERATIONAL,"C/ del Pintor Maella, 17, 46023 València, Valencia",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Restaurant Sol Asteca,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103463135410624678176"">A Google User</a>'], 'photo_reference': 'Aap_uEBcBLoXOTSHZ28QY4ju1d0wBHA2cfE9c5Q3vhcESJlHrM6gb0QiNVV7OhY7ll_ZWrA2iWyuowedXnu5xbT17FAOLqd5bixFWzrI9gCj0iwJXmhq3z4RvgqKeJNM1-z-l7ZQnrInuJ1awAQ2JgCTb68_W5e9B-xZSmPxkNYxIT1aeTMr', 'width': 4032}]",ChIJv-eNhe1IYA0RbMM57kBpKoo,4.5,ChIJv-eNhe1IYA0RbMM57kBpKoo,"['restaurant', 'food', 'point_of_interest', 'establishment']",1280,39.4620228,-0.3469811,39.46339372989272,-0.3457024701072778,39.46069407010728,-0.3484021298927222,True,FM63+R6 Valencia,8CFXFM63+R6,,
344,OPERATIONAL,"Passeig de Neptú, 10, 46011 València, Valencia",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Restaurante Azahar,"[{'height': 5312, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108744933400799613526"">Ste Mast</a>'], 'photo_reference': 'Aap_uECSaXZoHUnX6P6Ncti-ZSdICYLOuSMMWnrnj4UyQMKVx7BuXmDZ9yzq6C-bC4rabvOqXUh-_gEPccUb2Po6qNNB1reW_Fzu7EKgMpTOc1xXK7_z6xJGizVRmhwgshBBuFxMQAQlXmTvrnUR246HtkHnmD6aljrVq2ltc-Jd_0L9m__4', 'width': 2988}]",ChIJm2pVF0JIYA0R8cSSGjeS6lo,3.8,ChIJm2pVF0JIYA0R8cSSGjeS6lo,"['restaurant', 'food', 'point_of_interest', 'establishment']",60,39.4636456,-0.3234725,39.46499542989272,-0.3221226701072777,39.46229577010727,-0.3248223298927223,True,FM7G+FJ Valencia,8CFXFM7G+FJ,2.0,
345,OPERATIONAL,"Carrer Major de Natzaret, 107, 46024 València, Valencia",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Kjaras Valencia,"[{'height': 4224, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113217997391389472486"">A Google User</a>'], 'photo_reference': 'Aap_uEBETMUwiotJv_p4ziD0lve0fPB1o0B1TOUAXsnIs-XXpnLeny3zOuyICyj-xYMlNtZ3i-x1ZTNn7GYAJ2y_ANvoexZA3a4Pto06XZ-BUhfZA9HqW66fH8Kc4bmAIQvnzTeirWKBzCFTUndWkTweiM8EzhuNxDXg9c7wDImOuTdhBDN3', 'width': 3168}]",ChIJWzCxNlRIYA0R_6tIpgvAWrw,4.1,ChIJWzCxNlRIYA0R_6tIpgvAWrw,"['restaurant', 'food', 'point_of_interest', 'establishment']",99,39.44881950000001,-0.3344241,39.45018567989273,-0.3330884701072777,39.44748602010728,-0.3357881298927222,True,CMX8+G6 Valencia,8CFXCMX8+G6,,
346,OPERATIONAL,"Av. de les Balears, 28, 46023 València, Valencia",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Restaurante La Mar,"[{'height': 3096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101759621519976504630"">Maria Soledad Galletto</a>'], 'photo_reference': 'Aap_uEAS2hMSjZ7aZWfe7eyWd3FDqi5U2Zdnio7iK9ap3N6OYNO6QX4xaFPtWtLqjOj2qaFYM5YoAIeVFr12zbDrxF4Xdl5602MNRD0uocliD9AiGAE4h8LlCuS9ObUTL4hzWEuT2BOnrQ3aBM2DJFq7NotoQFZo6ESzfiRyFYzCOoiGXc_o', 'width': 4128}]",ChIJx12tq-tIYA0R_pNlYFx6df8,4.1,ChIJx12tq-tIYA0R_pNlYFx6df8,"['restaurant', 'food', 'point_of_interest', 'establishment']",326,39.4623518,-0.3534526,39.46380037989272,-0.3520578201072778,39.46110072010728,-0.3547574798927222,True,FJ6W+WJ Valencia,8CFXFJ6W+WJ,2.0,
347,OPERATIONAL,"Carrer de Martínez Cubells, 8, 46002 València, Valencia",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Péndola Restaurante,"[{'height': 2240, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101750586768702757008"">PILAR SORIANO DOMENECH</a>'], 'photo_reference': 'Aap_uEAg9h8oxJXWIFkmS7qHMrdYQNTfS8VGZwMIWS0M5Dxx0_1P_UYrwdSPVK1z69hb-iOrTJMa1RTtDVAiABtpa3F5yR8ZedJPE2qDShLCrxpokDd_14zxsPTmhx5cyiFjIh1_gp89hwFeEiM65XTOdp7Ja_QO5FyhPMnnAfSChXQuRwW4', 'width': 3968}]",ChIJGXvTAjFJYA0R1ep8Cu2lySM,4.2,ChIJGXvTAjFJYA0R1ep8Cu2lySM,"['restaurant', 'food', 'point_of_interest', 'establishment']",106,39.4681103,-0.3743757,39.46953752989272,-0.3730179701072777,39.46683787010728,-0.3757176298927222,True,FJ9G+66 Valencia,8CFXFJ9G+66,,
348,OPERATIONAL,"Avinguda del Port, 64, 46023 Valencia",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bar-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/bar_pinlet,Támesis Bar Restaurante,"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106032852496587493275"">A Google User</a>'], 'photo_reference': 'Aap_uEC_1vzrm_12Jsj8r1jS_jFZXe7fnbLF5XwvfqeB9-IKn-wvk3sQESagrhsynr8aDHzsUCEX5qh6BeaONIBFxbS515F44sCkZfl1f7FN3N54egSiTgSeTqA0IaTbzDBYuJHHeyrKdmPxmH9Cmes3Hc-SShFaxoe_0MVu8QCd7CttSkzE', 'width': 3120}]",ChIJlWo9QJVIYA0RWIZp0FHmN_Q,4.3,ChIJlWo9QJVIYA0RWIZp0FHmN_Q,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",363,39.4664157,-0.3549635,39.46784592989273,-0.3535716201072778,39.46514627010728,-0.3562712798927223,True,FJ8W+H2 Valencia,8CFXFJ8W+H2,2.0,
349,OPERATIONAL,"Passeig de l'Albereda, 46, 46023 València, Valencia",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,El Kiosko,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106220006139422129550"">Rosa Hernández</a>'], 'photo_reference': 'Aap_uEDBQOB6uYwSX2oWLQSgmICzaL0O5zcbW-XjGmkOsBKfAfYBRawtialMdfgTBUKGDtboDlTCxyifeWUH-K-nQfflcJ6KTkqWKo2PHXClPwzdKk3522QrKrHpNEmOxugix3a4ojE8nDaiOGnj-ttkKhTZ2UKXAcCl-gnZVVynNu-HWeh4', 'width': 4032}]",ChIJSdnwAv9JYA0RXUW-16QlOXk,4.1,ChIJSdnwAv9JYA0RXUW-16QlOXk,"['restaurant', 'food', 'point_of_interest', 'establishment']",447,39.4582367,-0.3502992,39.45958652989273,-0.3489493701072777,39.45688687010728,-0.3516490298927222,True,FJ5X+7V Valencia,8CFXFJ5X+7V,2.0,
350,OPERATIONAL,"Travesía, Travessia de Pinedo al Mar, 88, 46012 Valencia",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Restaurant Mediterráneo,"[{'height': 2006, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103811232180117448446"">Nicolás Valverde</a>'], 'photo_reference': 'Aap_uEC0G4R3C8oYF2TisYgDYBxdrSCXSPicKHS3HglF1-ArmeNTO9q1tDxsAiDWBu1X1pLym1uYmbXlQshgGtOSIMu2h4CxI7K9BZ0o6JRpJKmrzPLW64UQpVEdqaPcJtugXM_DymU6YT0iDuwcxZmSVnuaDak6bg2e540wCXsXneL9CDw0', 'width': 4128}]",ChIJiYEVtp9JYA0R-vJTNTXU0Fc,3.9,ChIJiYEVtp9JYA0R-vJTNTXU0Fc,"['restaurant', 'food', 'point_of_interest', 'establishment']",1461,39.4216201,-0.3344145,39.42301747989272,-0.3333297201072777,39.42031782010727,-0.3360293798927222,True,CMC8+J6 Valencia,8CFXCMC8+J6,1.0,
351,OPERATIONAL,"Playa de pinedo, 20, 46012 Valencia",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Restaurante Maremar,"[{'height': 853, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101082325253488036515"">A Google User</a>'], 'photo_reference': 'Aap_uECpW2btFr6SS5Ijn1csrqBxk1elQt3w9jpMQIK__qUFghf7jGHsqok0TkJ0vnViYLF5sl8jfeNyhRdtdRa-1ydbgigGCvhMqxmACfzNzxgKo3z280IfOeUrWbXKW2oMuB1EozsSD-EFTu46jQzTfhD-bl5NnYNIkWOhaJ-T1MYiVOqQ', 'width': 1280}]",ChIJY8osDoBJYA0RfNymePXhi4I,3.9,ChIJY8osDoBJYA0RfNymePXhi4I,"['restaurant', 'food', 'point_of_interest', 'establishment']",874,39.4140076,-0.3331974,39.41531277989272,-0.3320832201072778,39.41261312010727,-0.3347828798927222,True,CM78+JP Valencia,8CFXCM78+JP,,
352,OPERATIONAL,"Carrer de Mossèn Cuenca, 38, 46012 València, Valencia",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Restaurante Pinedo Nova Conca,"[{'height': 3096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115555281121675266750"">Lolita Dioni</a>'], 'photo_reference': 'Aap_uEBMHvecvHiSOpm9UTcycrA1S414xINLrfNT2aNzT-QO9ItHBFUZiE0LYm_i8AzZ1r2FoarEfUTyTTNVbcWx1WK5xNVeOvU6soBi_K9yAtj22r-k_qzxpY8Y6E_0bIbkTw6hlT-CDgD2u_AGTjFTwVGCWDpBpmlXfhrX9jrp_I5wJ5d0', 'width': 4128}]",ChIJiZVm6J9JYA0RD-FZ2BeoNcI,4.2,ChIJiZVm6J9JYA0RD-FZ2BeoNcI,"['restaurant', 'food', 'point_of_interest', 'establishment']",1091,39.42267289999999,-0.3366193,39.42401522989272,-0.3353123701072778,39.42131557010727,-0.3380120298927222,True,CMF7+39 Valencia,8CFXCMF7+39,2.0,
353,OPERATIONAL,"Passeig de Neptú, 20, 46011 València, Valencia",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Restaurant Balandret,"[{'height': 533, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118072546479586646077"">A Google User</a>'], 'photo_reference': 'Aap_uEDZMB8fmfNxVmyp_KM21zFGKhvlDtzh3ZfN50Pzp2Tj3_ASPlLP941rXFAkb0E4MWBzcZYQ3PaM6JqK-_8r0FrvTONbufvNPRBVQnCcb8u8pSv5HOXFK3W37g4LdPt6Zdia7Z-8_8yObvFPn65Jzrl973UhzxqS7Xmcolp4iNGh-3_q', 'width': 800}]",ChIJIYe5IkJIYA0RphthZ8l6SlQ,3.9,ChIJIYe5IkJIYA0RphthZ8l6SlQ,"['restaurant', 'food', 'point_of_interest', 'establishment']",930,39.464035,-0.323103,39.46558412989272,-0.3221038701072778,39.46288447010728,-0.3248035298927222,True,FM7G+JQ Valencia,8CFXFM7G+JQ,2.0,
354,OPERATIONAL,"Carrer de l'Hospital, 2, 46001 València, Valencia",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Bar Restaurante Dolores,"[{'height': 768, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110908417791685946262"">Rocío Rodríguez</a>'], 'photo_reference': 'Aap_uEDeFTFRWkEPI_g0xnrtM8H1fQ9uaKMk2lb1hvJ6_yMogj6zD7eKyJFjzeq14jYwWq0NyxgrsNua1jB7NwVES_fgAIh0D_mijy7wHI9kAYsiWCeeinfOL_LYucVpYMy7ab4q8ZlUVTkj9eW9PLOfBx0VTkw9QcReopDwi_v11T7Qg07o', 'width': 1024}]",ChIJYWhHYA5PYA0RBxZ--Ly4m9A,2.8,ChIJYWhHYA5PYA0RBxZ--Ly4m9A,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']",67,39.4713157,-0.3802004,39.47258067989272,-0.3786133201072777,39.46988102010727,-0.3813129798927222,True,FJC9+GW Valencia,8CFXFJC9+GW,,
355,OPERATIONAL,"Carrer de l'Explorador Andrés, 24, 46022 València, Valencia",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bar-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/bar_pinlet,090 zeronovanta RestoBar,"[{'height': 1960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111418078173327327839"">Ismael Torres Boigues</a>'], 'photo_reference': 'Aap_uECOCItJ903ExH3PmT21r3BDQS8JD7bF23yz8JoKiCo5vLKTtnDSWuE5JZT2fpjhEuucqdV_lNEYDLPSsapZz6_yEZ_zh1--fPrYFuFXwpcgd9mXSFJ5sUieN9j_qupsLf6TuQlkGCrm2NTqJIc7pEuxVf_E9sn2CS1SoWemupnQUkc', 'width': 4032}]",ChIJH0omadRJYA0RPK9ZT3z0xHA,4.8,ChIJH0omadRJYA0RPK9ZT3z0xHA,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",116,39.4716555,-0.3459723,39.47293807989271,-0.3445820701072778,39.47023842010727,-0.3472817298927223,True,FMC3+MJ Valencia,8CFXFMC3+MJ,1.0,
356,OPERATIONAL,"Paseo marítimo de la Malvarrosa, módulo 8, 46011 València",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Restaurante Novamar,"[{'height': 2160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114443068806647379730"">A Google User</a>'], 'photo_reference': 'Aap_uED8v3EpGvHtoIs3netRKfxRUhFghrQHkcR_zjXbJcW2hq_D0DYHxgcFfoOf5vzDIOUrQjRTqBooIdYPiVmfdXzQrLRFlLmmTUpR28Y5eNrO0egBHE0aZKPhAgLmXxD-ClHRi3ArHt8VaIZfaoZBThJJl7BaNJIidV9XVAv331jbWJkh', 'width': 3840}]",ChIJSSt2aAdJYA0Rh0kOXDOTTpU,4.2,ChIJSSt2aAdJYA0Rh0kOXDOTTpU,"['restaurant', 'food', 'point_of_interest', 'establishment']",411,39.4788524,-0.3245021,39.48020222989273,-0.3231522701072778,39.47750257010728,-0.3258519298927222,True,FMHG+G5 Valencia,8CFXFMHG+G5,,
