,business_status,formatted_address,icon,icon_background_color,icon_mask_base_uri,name,permanently_closed,photos,place_id,rating,reference,types,user_ratings_total,geometry.location.lat,geometry.location.lng,geometry.viewport.northeast.lat,geometry.viewport.northeast.lng,geometry.viewport.southwest.lat,geometry.viewport.southwest.lng,plus_code.compound_code,plus_code.global_code,opening_hours.open_now
111,OPERATIONAL,"C. d'Osca, s/n, 12004 Castelló de la Plana, Castelló",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/stadium-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/stadium_pinlet,Nou Estadi Castàlia,,"[{'height': 3168, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115761185143800803500"">Jordi Tena</a>'], 'photo_reference': 'Aap_uEBxhfIIyPOzV5fbC0eNiI0iLQPB4TDAfxou2zT2vO34q7TYShqTq9cJdc-mmnl7VOvP1UETTZJ-5pAxYhdfUQY5MTPgjAt1ESyI2O-GwCkzMCMSIIGCJ1yunMB02DfjiRkk9rv304UDB2rGkFHepkFSxVJlyxqSrQxM1DhTRqXmy4k_', 'width': 4224}]",ChIJV1VVZjP-Xw0RmepBYrib2mo,4.4,ChIJV1VVZjP-Xw0RmepBYrib2mo,"['stadium', 'point_of_interest', 'establishment']",2100,39.9961111,-0.0386111,39.99729682989272,-0.03681685000000001,39.99459717010728,-0.04006064999999999,XXW6+CH Castellón de la Plana,8CFXXXW6+CH,
112,CLOSED_TEMPORARILY,"Carrer del Doctor Nicasi Benlloch, 64, 46035 València, Valencia",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/stadium-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/stadium_pinlet,Futuro Estadio Del Valencia CF,True,"[{'height': 2592, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104753775357192868562"">Santi González</a>'], 'photo_reference': 'Aap_uEBSNO912mbqOoiD-92lzYmUKZIBRdwATUsHtXNahyx6tbQKEvKQJJSvqd4346eT5adxaCEBebTxcdDNtscnldh60Kb41T8DaprNdrYFwQLyt890mf2Bfy3QoeSbHki890eSNaOPmS8_0J6TA-xaQCaV1zs8f4p7O4cRInq8_IE15Hth', 'width': 4608}]",ChIJeUQHd4tFYA0RPvtJX4XOi6Q,4.7,ChIJeUQHd4tFYA0RPvtJX4XOi6Q,"['stadium', 'point_of_interest', 'establishment']",3,39.49016,-0.3958773,39.49169822989272,-0.3942827701072778,39.48899857010728,-0.3969824298927223,FJR3+3J Valencia,8CFXFJR3+3J,
113,OPERATIONAL,"Av. de Suècia, s/n, 46010 València, Valencia",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/stadium-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/stadium_pinlet,Mestalla Stadium,,"[{'height': 1365, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116929431440747331387"">A Google User</a>'], 'photo_reference': 'Aap_uEADE-ybmseA3IG4r61_ooXw-rHB5PwePOLmyTic79PETOi1BT_CZ5dOQnaZZfA_j0Gr67Ik7eFhnQpq0wPlK-8zOHn57JbG-kOuz_CjAS5HQrgFvjMxFT346rZba2_jmBQfj8E6Jm4jMMS0zRBxsD5PGvrw3NQgeq9Fz9XiyKPri4Sw', 'width': 2048}]",ChIJS_cpIb1IYA0RST7ljQtUBHU,4.6,ChIJS_cpIb1IYA0RST7ljQtUBHU,"['stadium', 'point_of_interest', 'establishment']",18621,39.47466,-0.3585882,39.47669169999999,-0.3558495,39.4726013,-0.3597727,FJFR+VH Valencia,8CFXFJFR+VH,
114,OPERATIONAL,"Carrer de Sant Vicent de Paül, 44, 46019 València, Valencia",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/stadium-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/stadium_pinlet,Estadi Ciutat de València - Llevant UD,,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113858824761751959498"">Hector Chafer</a>'], 'photo_reference': 'Aap_uEAQO1bayvuVaw5nRVsEK_t7cPOmM4v4V1F8sjZoYgir_TxqI9y3TrMwrB1pF21A0Pu-e9Jqo3gJxITtSm5PogrPNwX9xC7GogyMNql8npI-Vb938Y4a9H33mrYK2Q5jIANCrbVCMqLfKH_6yCnvUF3jUW3VXpEF4Fl-fr8PxC-RYxLo', 'width': 4032}]",ChIJP3DnyRpGYA0ROBJHSX841nM,4.5,ChIJP3DnyRpGYA0ROBJHSX841nM,"['stadium', 'point_of_interest', 'establishment']",5184,39.49469089999999,-0.3638088,39.49623607989272,-0.3630459201072778,39.49353642010728,-0.3657455798927222,FJVP+VF Valencia,8CFXFJVP+VF,True
115,OPERATIONAL,"Cam. Molino del Sol, 8, 46920 Mislata, Valencia",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/stadium-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/stadium_pinlet,Estadio de 100M La Canaleta,,,ChIJA5wz8CtPYA0R-me_rnVTvac,0.0,ChIJA5wz8CtPYA0R-me_rnVTvac,"['stadium', 'point_of_interest', 'establishment']",0,39.4811471,-0.4112889,39.48234877989272,-0.4096965701072778,39.47964912010728,-0.4123962298927222,FHJQ+FF Mislata,8CFXFHJQ+FF,
116,OPERATIONAL,"Carrer del Comte de Trénor, 1, 46003 València, Valencia",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/stadium-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/stadium_pinlet,Club deportivo Serranos,,"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105139761285952501447"">Alberto Rodriguez</a>'], 'photo_reference': 'Aap_uEDMlpFfCIDA5zS760zxtWRNDGuU7em8HxuoCYn7Yebve_3Lyr-2Bf3N_7GU1U6RxFMS-EjkIuZJJj4iOqUQmxZD3e3nngYvfa75ORuTZBpRaj4MlP0xvxmTKVHbUzajnAP8zm3dGt1MH3K3sGDWHeE6tJrdcBdYIY25S-mCCsi5Lczu', 'width': 4032}]",ChIJB-MCodVJYA0RDau_l9loe5s,4.0,ChIJB-MCodVJYA0RDau_l9loe5s,"['stadium', 'point_of_interest', 'establishment']",4,39.4783526,-0.3735204,39.47973362989273,-0.3721461201072778,39.47703397010729,-0.3748457798927222,FJHG+8H Valencia,8CFXFJHG+8H,
117,OPERATIONAL,"Carretera de Manises, 25, 46980 Paterna, Valencia",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/stadium-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/stadium_pinlet,Estadi Gerardo Salvador,,"[{'height': 2160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111781468430997098214"">Robert Wilson</a>'], 'photo_reference': 'Aap_uEDY6Bv3_XuiSl-s9lkAH24geGoVtlyjb9MqlEHLA_HNS9qXhxHh3JqkuPqAiZRniisvhi8sdn1tlycIG6Fx53KPv3DLz5pkU93UHkNqwQySmv0kNEQ_cb85BGCELtQ857qZ9TiAJNvaRFoFsSH5e76koLtZwdgNmeQJ0hJvw4u3wQQp', 'width': 3840}]",ChIJ6yMydExFYA0RR8iLJVN9svw,3.9,ChIJ6yMydExFYA0RR8iLJVN9svw,"['stadium', 'point_of_interest', 'establishment']",244,39.5001675,-0.4472003,39.50155242989273,-0.4459628701072778,39.49885277010728,-0.4486625298927222,GH23+34 Paterna,8CFXGH23+34,
118,OPERATIONAL,46019 Valencia,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/stadium-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/stadium_pinlet,Estadi Ciutat de València,,"[{'height': 682, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109185068800590779382"">Javi Mendez</a>'], 'photo_reference': 'Aap_uEDvmxH6cmHSOZ7sTKFrXnXYmY5_p1bzEAxTL3fTJxMLBMju95TQ7GdBlbPlNcTzytzvrYf7Wi048Mu4s3KlFezSjetRW-URLXQHGqL5pw6q7k8vIFHNZUFhcLNE85zFDAU4l21ho8b96-KVvpVRMqefmZTqFdl6UDPW4Z_7ASQS5y5e', 'width': 1024}]",ChIJJflV2vpHYA0Rvf-ruzCAMbA,5.0,ChIJJflV2vpHYA0Rvf-ruzCAMbA,"['stadium', 'point_of_interest', 'establishment']",9,39.4946666,-0.3652167,39.49606857989271,-0.3639388701072778,39.49336892010727,-0.3666385298927222,FJVM+VW Valencia,8CFXFJVM+VW,
119,OPERATIONAL,"Polígono Nº 62, 289, 46190 Riba-roja de Túria, Valencia",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/stadium-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/stadium_pinlet,Estadi Municipal Roberto Gil,,"[{'height': 3096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108438396150707401737"">Jose Calabuig Marin</a>'], 'photo_reference': 'Aap_uEBbOKwYDvnrjMrtzJujeP3lM55wPFfa_6LZpZDDVDcEa11q0KRvvmFZ_BVAm30nGlVZB1j_K1VWhHdBtlDJic-dUf088ZtZduLtxzFqghh_HU9G7osMsOy7xtoupwjRQ6Ehj7SvsIg5FBTbd0GnhMsg-1SyN36cmLE10UTxVzHrXITr', 'width': 4128}]",ChIJwzEBGetYYA0RpYLzyVGWt18,4.3,ChIJwzEBGetYYA0RpYLzyVGWt18,"['stadium', 'point_of_interest', 'establishment']",98,39.5440047,-0.5811877999999999,39.54545882989271,-0.5802161701072778,39.54275917010727,-0.5829158298927223,GCV9+JG Riba-roja de Túria,8CFXGCV9+JG,
120,OPERATIONAL,"Carrer Blasco Ibáñez, 2, 12540 Vila-real, Castelló",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/stadium-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/stadium_pinlet,Estadio de la Cerámica,,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112848027011289303662"">Asma Sharma</a>'], 'photo_reference': 'Aap_uED92TpX9TZSXN3GfC-oBn5GoBvgqRv1VfkSUThcdVCwzcVy-uGZ2Sq0ZGlfXPUAACeB9JX0UFCEE-UznBcMf2bSI0fAMnJO-MWac4QvE2qwceI7ymVINnLs6A9CF9EEIBieTSauRgw-BEO1JnR7OE4vV8m4bleUpjU7k3kcNIeP0g2s', 'width': 4032}]",ChIJ_y5aRgMHYA0RSvSY11IPmRg,4.3,ChIJ_y5aRgMHYA0RSvSY11IPmRg,"['stadium', 'point_of_interest', 'establishment']",4814,39.9438858,-0.1031381,39.94515532989272,-0.10240535,39.94245567010728,-0.10533635,WVVW+HP Villarreal,8CFXWVVW+HP,
121,CLOSED_TEMPORARILY,"Camí de Vera, 46020 València",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/stadium-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/stadium_pinlet,Camp de les Fonts,True,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100202030010782033629"">Caneto Mahe</a>'], 'photo_reference': 'Aap_uECyTwMmzSTBQ3VqaV2959qziBNabj6V3aUXaTlwThc2cV8nXtcdfUGnCM5wrqLut0yt6gLWbeUs-gpQ0wrz29szQesQtnC3R_fkK2D64LqRpEvh3JmorT8uL_WHmM18Sq0yEqVX9DgDQuycZf-qC8F5MyfbjsQ-DYvTKxGtc92MWthP', 'width': 4160}]",ChIJyYeuW6NJYA0RORW8as_Y34A,1.0,ChIJyYeuW6NJYA0RORW8as_Y34A,"['stadium', 'point_of_interest', 'establishment']",1,39.4851609,-0.353406,39.48653902989272,-0.3523234201072778,39.48383937010728,-0.3550230798927222,FJPW+3J Valencia,8CFXFJPW+3J,
122,OPERATIONAL,"Av. Camp Morvedre, 40, 46520 Port de Sagunt, Valencia",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/stadium-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/stadium_pinlet,Estadi Municipal Fornàs,,"[{'height': 2988, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102091617816596143312"">oskar diaz cister</a>'], 'photo_reference': 'Aap_uEC3j2WgLCbCoIuYpBtnTPFWWZ-r0vHpNqWiKmENSDWC8lUqfPs9YiLwmTimH9dv4ICF20bR5L-UpOv2SIHmBB_ArMPrrhpDY7kO5wNpdaDwDgN1ydD64lLESDMlKOoVgy7vqb7ceg2dZ3nRL6DUbStEXqDUv-hs8dUxdaC_lnabKN1w', 'width': 5312}]",ChIJMRUFhAUWYA0R6M-EpEOrSac,4.1,ChIJMRUFhAUWYA0R6M-EpEOrSac,"['stadium', 'point_of_interest', 'establishment']",180,39.6616047,-0.2177523,39.66295452989273,-0.2164024701072777,39.66025487010728,-0.2191021298927221,MQ6J+JV Port de Sagunt,8CFXMQ6J+JV,
123,OPERATIONAL,"C. d'Osca, s/n, 12004 Castelló de la Plana, Castelló",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/stadium-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/stadium_pinlet,Nou Estadi Castàlia,,"[{'height': 3168, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115761185143800803500"">Jordi Tena</a>'], 'photo_reference': 'Aap_uEAe_C_ehqOYMtNtzbYuqDWhdJJACBJu1-fbC7910d9vcGW2wOA6OWiq7BPHxfSuvidT4V0B5NkMElx4k-RHxJ2ShsXJcCHCjBtLd2QZ9hbh8S8pZBDNsjSHIGaveqZclk3Usn42y0_sr6zynaat4zh383qMLU8Ya3_h78gC9QJqkOFD', 'width': 4224}]",ChIJV1VVZjP-Xw0RmepBYrib2mo,4.4,ChIJV1VVZjP-Xw0RmepBYrib2mo,"['stadium', 'point_of_interest', 'establishment']",2100,39.9961111,-0.0386111,39.99729682989272,-0.03681685000000001,39.99459717010728,-0.04006064999999999,XXW6+CH Castellón de la Plana,8CFXXXW6+CH,
124,OPERATIONAL,"Carrer d'Antonio Ferrandis, 46013 València, Valencia",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/stadium-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/stadium_pinlet,Casal España Arena de València,,"[{'height': 385, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100565660807870441844"">Juan NR</a>'], 'photo_reference': 'Aap_uEALo6A_I07xvz0bL_WD_574A1N00pRDBYufgy7TdOHUKa4J-1SFa7dj8A8xEtpZzUALvDsTBV3AyBw3Ef1C8unvji-rnHSuAVqLTRy_439PsBR7fcXK6LSMTo0ixF1ms4z2tzUVPaATMcXip6voDdJIpijZmEqkbIcDrOq7f9DssF_2', 'width': 622}]",ChIJW_zeU4ZJYA0RihAGadSmhpE,4.0,ChIJW_zeU4ZJYA0RihAGadSmhpE,"['stadium', 'point_of_interest', 'establishment']",4,39.4490286,-0.3640996,39.45007962989273,-0.3625610701072778,39.44737997010728,-0.3652607298927223,CJXP+J9 Valencia,8CFXCJXP+J9,
125,OPERATIONAL,"Av. de Suècia, s/n, 46010 València, Valencia",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/stadium-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/stadium_pinlet,Mestalla Stadium,,"[{'height': 1365, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116929431440747331387"">A Google User</a>'], 'photo_reference': 'Aap_uEA-W7yxsmyMvhyJPUbDlj5C4OoYzE6cc8C4U1pgB8VhqcbkfOyqzBuE1X3nUoRCt2U6yYZbW0lCjd7AZ0CJDbkMgs2TJZJvo51nyxDvWp6va838QoEyErkK8RzlT3cJSSoG7XHVYFCydXMnY1_YlzFZE0zDfgAWl5bVzykofqDeMfHL', 'width': 2048}]",ChIJS_cpIb1IYA0RST7ljQtUBHU,4.6,ChIJS_cpIb1IYA0RST7ljQtUBHU,"['stadium', 'point_of_interest', 'establishment']",18621,39.47466,-0.3585882,39.47669169999999,-0.3558495,39.4726013,-0.3597727,FJFR+VH Valencia,8CFXFJFR+VH,
126,CLOSED_TEMPORARILY,"Carrer del Doctor Nicasi Benlloch, 64, 46035 València, Valencia",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/stadium-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/stadium_pinlet,Futuro Estadio Del Valencia CF,True,"[{'height': 2592, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104753775357192868562"">Santi González</a>'], 'photo_reference': 'Aap_uEBodu66bZWl66g_9swclqSPrX5wHkFsNfEK931NN8O9XQ0gyyUSzWB5l_lIzXl3Od9eC0VKhqscRQKu4TfYppkAFjQKRwXIpYdk6K3mLlu5x6ZXafQxVTSnsMWBhlBo10QIJbnXFeFVT0xbT6J9-T2Bu4zb5l95JLm-fVcIMGbOBwf_', 'width': 4608}]",ChIJeUQHd4tFYA0RPvtJX4XOi6Q,4.7,ChIJeUQHd4tFYA0RPvtJX4XOi6Q,"['stadium', 'point_of_interest', 'establishment']",3,39.49016,-0.3958773,39.49169822989272,-0.3942827701072778,39.48899857010728,-0.3969824298927223,FJR3+3J Valencia,8CFXFJR3+3J,
127,OPERATIONAL,"Carrer de Sant Vicent de Paül, 44, 46019 València, Valencia",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/stadium-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/stadium_pinlet,Estadi Ciutat de València - Llevant UD,,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113858824761751959498"">Hector Chafer</a>'], 'photo_reference': 'Aap_uEDzdFPlrrY9lEWdQ2DmxWLE6ayyH95GCZEr8OmC1i9Fq_Z9FN-2bacckXc-9mCb3x6Bn8WkWyMCVqn84IBx-VTZsgFMyyQ7zmOwilgAakma9GwfNTFhQMOe13dN1bhpcTDyX9E06gGNxZ0hI4b_qw5Odm9XLqHWdM_JOqV8GPlz4yDn', 'width': 4032}]",ChIJP3DnyRpGYA0ROBJHSX841nM,4.5,ChIJP3DnyRpGYA0ROBJHSX841nM,"['stadium', 'point_of_interest', 'establishment']",5184,39.49469089999999,-0.3638088,39.49623607989272,-0.3630459201072778,39.49353642010728,-0.3657455798927222,FJVP+VF Valencia,8CFXFJVP+VF,True
128,OPERATIONAL,"Cam. Molino del Sol, 8, 46920 Mislata, Valencia",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/stadium-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/stadium_pinlet,Estadio de 100M La Canaleta,,,ChIJA5wz8CtPYA0R-me_rnVTvac,0.0,ChIJA5wz8CtPYA0R-me_rnVTvac,"['stadium', 'point_of_interest', 'establishment']",0,39.4811471,-0.4112889,39.48234877989272,-0.4096965701072778,39.47964912010728,-0.4123962298927222,FHJQ+FF Mislata,8CFXFHJQ+FF,
129,OPERATIONAL,"Carretera de Manises, 25, 46980 Paterna, Valencia",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/stadium-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/stadium_pinlet,Estadi Gerardo Salvador,,"[{'height': 2160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111781468430997098214"">Robert Wilson</a>'], 'photo_reference': 'Aap_uED2i9xEna5iODjIbimOfk2Ltp-_Iqb2nXe7Y0Dgh1dDdXn9XAET2baIDxxkYAqFFNxuA9uWRQxcAZb_Q6uHm95ZHO4iaUPn0D8FUrxgdRcsD7jcHNAZLwb8b_ilPZPkUmc44HITCmCX1dRYNHJkZlVjN-vuldPq4hVbi0V_70bUrEen', 'width': 3840}]",ChIJ6yMydExFYA0RR8iLJVN9svw,3.9,ChIJ6yMydExFYA0RR8iLJVN9svw,"['stadium', 'point_of_interest', 'establishment']",244,39.5001675,-0.4472003,39.50155242989273,-0.4459628701072778,39.49885277010728,-0.4486625298927222,GH23+34 Paterna,8CFXGH23+34,
130,OPERATIONAL,"Carrer del Comte de Trénor, 1, 46003 València, Valencia",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/stadium-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/stadium_pinlet,Club deportivo Serranos,,"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105139761285952501447"">Alberto Rodriguez</a>'], 'photo_reference': 'Aap_uEAGJ_5xaQQCd28aicW9Z0e3b0rB_vZbw9laoJWFpC-cj-4K1BWXigsJlRVkAPgMDTR2LaR8bJxmtPIxeUpEG2A-plLLmh1MmIIU2rPV6CKTDH7w3d3CZ5PHHpFJzyGqyZxtv4yfnYb6j28JKnJLoYjfwwpupMjSLbw1xbM-Yidq_fim', 'width': 4032}]",ChIJB-MCodVJYA0RDau_l9loe5s,4.0,ChIJB-MCodVJYA0RDau_l9loe5s,"['stadium', 'point_of_interest', 'establishment']",4,39.4783526,-0.3735204,39.47973362989273,-0.3721461201072778,39.47703397010729,-0.3748457798927222,FJHG+8H Valencia,8CFXFJHG+8H,
131,CLOSED_TEMPORARILY,"Camí de Vera, 46020 València",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/stadium-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/stadium_pinlet,Camp de les Fonts,True,"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100202030010782033629"">Caneto Mahe</a>'], 'photo_reference': 'Aap_uEBLntLYeqGO5FfsiYIwzZOoLposGZ7wUECyVCSiZwRnrnBjn0FROLonNa7ffrgppmXwqeq3MZKvqkzpTiSNLe0BHVyyaQpeTsVG7_t0wF-JASD9UAfVBTsUkj4ZY6fXcBgpNILr50JegNz96HHhq8MGElXVbGJgjjE94X0nFAU4atDt', 'width': 4160}]",ChIJyYeuW6NJYA0RORW8as_Y34A,1.0,ChIJyYeuW6NJYA0RORW8as_Y34A,"['stadium', 'point_of_interest', 'establishment']",1,39.4851609,-0.353406,39.48653902989272,-0.3523234201072778,39.48383937010728,-0.3550230798927222,FJPW+3J Valencia,8CFXFJPW+3J,
132,OPERATIONAL,"Carrer Blasco Ibáñez, 2, 12540 Vila-real, Castelló",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/stadium-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/stadium_pinlet,Estadio de la Cerámica,,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112848027011289303662"">Asma Sharma</a>'], 'photo_reference': 'Aap_uEB5LvzC917Om6cmnYM_v9TENZAQZr-555mqM5PTBigLVabxGAY7Y3LJv1yTs7ExxtXOtUIAq2YBAJbJ2bn6LLxj7CRRC6dSBfOfN_6M-wQM91a8ZhjD2eNtvUwQWxiyak5KjI3FxDXz80Pwsu_SwSn-ZApTmSwemxxaQoNINTsueT_l', 'width': 4032}]",ChIJ_y5aRgMHYA0RSvSY11IPmRg,4.3,ChIJ_y5aRgMHYA0RSvSY11IPmRg,"['stadium', 'point_of_interest', 'establishment']",4814,39.9438858,-0.1031381,39.94515532989272,-0.10240535,39.94245567010728,-0.10533635,WVVW+HP Villarreal,8CFXWVVW+HP,
133,OPERATIONAL,"Polígono Nº 62, 289, 46190 Riba-roja de Túria, Valencia",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/stadium-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/stadium_pinlet,Estadi Municipal Roberto Gil,,"[{'height': 3096, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108438396150707401737"">Jose Calabuig Marin</a>'], 'photo_reference': 'Aap_uEAB9egz9f1ON3EivnQzCvlDCP8WeSajzQPhhaJlY2hFZHXn5kLhag9QLQQFChNk_n2dndxxHTIjA_fhOePhFnGV65V1RZjDH9vSBBlq1EtBIEQ--jP235Y8_gL7GR_jGwEFM8RLv4ehVGtd3f6SyjZsHeXmN5EZr8oACcjmht548iWe', 'width': 4128}]",ChIJwzEBGetYYA0RpYLzyVGWt18,4.3,ChIJwzEBGetYYA0RpYLzyVGWt18,"['stadium', 'point_of_interest', 'establishment']",98,39.5440047,-0.5811877999999999,39.54545882989271,-0.5802161701072778,39.54275917010727,-0.5829158298927223,GCV9+JG Riba-roja de Túria,8CFXGCV9+JG,
134,OPERATIONAL,"Carrer d'Antonio Ferrandis, 46013 València, Valencia",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/stadium-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/stadium_pinlet,Casal España Arena de València,,"[{'height': 385, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100565660807870441844"">Juan NR</a>'], 'photo_reference': 'Aap_uEBiAfub_C8ZdH23rRCBFkIy2GZLWCNYadie8ReWvl5ABuc8Rz3Mb1jcyPsWipbXh_ufkD7MJTkzRx5Jppu_8MRffpOX4GPJnM9YEd9uRg9LoelN1jbfTR6NfFrI6UVBhCc478SGkjYti1QveL5XuLKQNpmiVnVqhZAxK8N_2cg1yAoO', 'width': 622}]",ChIJW_zeU4ZJYA0RihAGadSmhpE,4.0,ChIJW_zeU4ZJYA0RihAGadSmhpE,"['stadium', 'point_of_interest', 'establishment']",4,39.4490286,-0.3640996,39.45007962989273,-0.3625610701072778,39.44737997010728,-0.3652607298927223,CJXP+J9 Valencia,8CFXCJXP+J9,
135,OPERATIONAL,"Av. Camp Morvedre, 40, 46520 Port de Sagunt, Valencia",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/stadium-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/stadium_pinlet,Estadi Municipal Fornàs,,"[{'height': 2988, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102091617816596143312"">oskar diaz cister</a>'], 'photo_reference': 'Aap_uEAE7mjg7-jjbJpiEyKj6elfTros4F_e6Jnl6mFQY1daAtRm8WfmSxgFUsP8zXsGFv5eXNRo235x-WzpZCjtqHnO7wpQlu6qKAFwVdeJNJk_mREoB-UnFbJT3S61fPQR8PJd-moMDN8Pmkdt_HEtyQd8L1fFsP1sXyEpmKrK5BNxGxqp', 'width': 5312}]",ChIJMRUFhAUWYA0R6M-EpEOrSac,4.1,ChIJMRUFhAUWYA0R6M-EpEOrSac,"['stadium', 'point_of_interest', 'establishment']",180,39.6616047,-0.2177523,39.66295452989273,-0.2164024701072777,39.66025487010728,-0.2191021298927221,MQ6J+JV Port de Sagunt,8CFXMQ6J+JV,
136,OPERATIONAL,46019 Valencia,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/stadium-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/stadium_pinlet,Estadi Ciutat de València,,"[{'height': 682, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109185068800590779382"">Javi Mendez</a>'], 'photo_reference': 'Aap_uEAILKiZ-3dCbv-Z84fnRXEreNZJX9Ix2bH_kvv_4H-hXdsPBfvpoe7tXEvuFoDsIKDssoH5NSYhRzE08lqNTeLZngL7-BL25aMr7zqbfcXWLKTHVE9SCoJDa1VV5nTic7CbNaay1a0m3e2Jr66q6cxll16c1sL5cU4htUdSfJewEW7f', 'width': 1024}]",ChIJJflV2vpHYA0Rvf-ruzCAMbA,5.0,ChIJJflV2vpHYA0Rvf-ruzCAMbA,"['stadium', 'point_of_interest', 'establishment']",9,39.4946666,-0.3652167,39.49606857989271,-0.3639388701072778,39.49336892010727,-0.3666385298927222,FJVM+VW Valencia,8CFXFJVM+VW,
